1, 1, 0.0269538, 0
2, 1, 0.00403077, 0
3, 1, -0.0204308, 0
4, 1, 0.0186538, 0
5, 1, -0.222477, 0
6, 1, 0.0186538, 0
7, 1, -0.0204308, 0
8, 1, 0.00403077, 0
12, 1, -0.00113846, 0
13, 1, -0.00160769, 0
14, 1, 0.00180769, 0
15, 1, 0.00403077, 0
16, 1, 0.00180769, 0
17, 1, -0.00160769, 0
18, 1, -0.00113846, 0
22, 1, -0.00829416, -0.0167085
23, 1, -0.000803764, -0.00161917
24, 1, -0.00179222, -0.00361041
25, 1, 0.000721677, 0.00145381
31, 1, -0.00162308, 0
38, 1, 0.000847183, 0.00136637
39, 1, -0.000952574, -0.00153634
40, 1, -0.00982975, -0.0158538
41, 1, 0.0989211, 0.199275
42, 1, 0.0989211, 0.199275
43, 1, -0.00829416, -0.0167085
44, 1, -0.000803764, -0.00161917
45, 1, 0.000714837, 0.00144003
58, 1, 0.000599919, 0.00096757
59, 1, 0.0005062, 0.00101973
64, 1, 0.000847183, -0.00136637
65, 1, 0.000599919, -0.00096757
66, 1, -0.00212404, 0.00342572
67, 1, 0.000599919, -0.00096757
68, 1, 0.000847183, -0.00136637
70, 1, 0.00085529, -0.00137944
71, 1, -0.00212404, 0.00342572
72, 1, -0.000952574, 0.00153634
73, 1, -0.00982975, 0.0158538
74, 1, 0.0107661, -0.017364
75, 1, 0.000446422, 0
76, 1, 8.70694e-06, 0
77, 1, 4.72396e-06, 0
78, 1, -0.000552726, 0
79, 1, 0.0011619, 0
80, 1, -0.00170728, 0
81, 1, 0.00547032, 0
82, 1, -0.00015763, 0
83, 1, 7.30079e-05, 0.000147073
84, 1, -8.66522e-06, -1.7456e-05
85, 1, -2.04908e-06, -4.12784e-06
86, 1, 2.98281e-06, 0
87, 1, -7.38582e-09, 0
88, 1, 4.06513e-06, 0
89, 1, 6.36963e-06, 0
90, 1, -0.00157586, 0
91, 1, -0.000428606, 0
92, 1, -5.2936e-05, 0
93, 1, 6.46548e-06, 0
94, 1, 1.69265e-05, 0
95, 1, 7.86406e-06, 0
96, 1, -0.000752665, -0.00151623
97, 1, -0.00938805, -0.0189121
98, 1, 0.000584809, 0.00117809
99, 1, 0.000872654, 0.00175795
100, 1, 0.000351175, 0.000707437
101, 1, 9.15685e-06, 1.84464e-05
102, 1, 1.0892e-06, 2.19417e-06
103, 1, 2.24233e-09, 4.51714e-09
104, 1, -2.30244e-07, 0
105, 1, -7.82013e-07, 0
106, 1, -7.38447e-06, 0
107, 1, 1.08707e-05, 0
108, 1, 2.19917e-05, 0
109, 1, -2.41148e-06, 0
110, 1, -1.8566e-05, 0
111, 1, -2.30249e-07, 0
112, 1, 5.87868e-09, -8.01786e-61
113, 1, -7.55448e-07, -1.21841e-06
114, 1, -1.4417e-05, -2.32523e-05
115, 1, 0.00018737, 0.000302197
116, 1, -0.000304657, -0.000613727
117, 1, 0.000124097, 0.000249992
118, 1, 6.5413e-06, 1.31774e-05
119, 1, 8.09322e-07, 1.63037e-06
120, 1, 5.02965e-11, 1.01322e-10
121, 1, 7.29607e-09, -1.17674e-08
122, 1, 2.40357e-12, -3.87657e-12
123, 1, -2.76725e-07, 4.46312e-07
124, 1, -1.29531e-07, 2.08913e-07
125, 1, -1.96905e-06, 3.17575e-06
126, 1, 3.47341e-19, 6.29124e-19
127, 1, 5.96085e-11, -9.61386e-11
128, 1, 0, 0
129, 1, 2.00778e-07, 3.23822e-07
130, 1, 8.83896e-06, 1.42558e-05
131, 1, -9.98639e-06, -1.61064e-05
132, 1, 0.000283337, 0.000456976
133, 1, -3.63529e-07, -7.32325e-07
134, 1, -2.67323e-06, 4.31149e-06
